order_id,user_id,age_stage,category,amount,city_tier,order_date
O00013013,U002927,0-3月,奶粉,155.04,三线及以下,2017-06-08
O00013014,U005615,6-12月,纸尿裤,195.77,一线城市,2017-08-11
O00013015,U003103,6-12月,奶粉,438.23,三线及以下,2017-01-01
O00013016,U005046,孕期囤货,洗护用品,52.17,三线及以下,2017-09-16
O00013017,U002053,3-6月,奶粉,524.86,二线城市,2017-03-16
O00013018,U001609,6-12月,服饰,131.36,一线城市,2017-01-22
O00013019,U000581,1-3岁,玩具,178.66,二线城市,2017-06-20
O00013020,U001802,1-3岁,纸尿裤,456.47,三线及以下,2017-08-03
O00013021,U003143,3-6岁,辅食,195.99,三线及以下,2017-04-12
O00013022,U002790,孕期囤货,儿童安全床,3431.48,一线城市,2017-02-16
O00013023,U005641,6-12月,奶粉,530.06,三线及以下,2017-10-16
O00013024,U004752,6-12月,辅食,103.53,二线城市,2017-11-03
O00013025,U004866,3-6岁,安全座椅,3174.91,一线城市,2017-02-16
O00013026,U005995,6-12月,营养品,499.89,三线及以下,2017-04-28
O00013027,U002375,3-6月,服饰,138.57,二线城市,2017-06-06
O00013028,U003843,1-3岁,服饰,175.13,一线城市,2017-07-23
O00013029,U003678,6-12月,服饰,82.68,三线及以下,2017-09-04
O00013030,U002933,孕期囤货,安全座椅,1776.5,三线及以下,2017-08-21
O00013031,U000681,孕期囤货,婴儿车,1763.71,二线城市,2017-07-07
O00013032,U005275,0-3月,洗护用品,76.69,二线城市,2017-09-21
O00013033,U001847,1-3岁,营养品,216.82,三线及以下,2017-03-12
O00013034,U001772,3-6月,服饰,147.85,一线城市,2017-01-04
O00013035,U005697,1-3岁,奶粉,1521.28,二线城市,2017-08-22
O00013036,U000394,6-12月,纸尿裤,637.47,二线城市,2017-07-11
O00013037,U004293,0-3月,奶粉,178.54,二线城市,2017-07-12
O00013038,U001504,0-3月,奶粉,1958.15,三线及以下,2017-10-11
O00013039,U005582,孕期囤货,服饰,127.5,三线及以下,2017-08-21
O00013040,U003342,3-6月,玩具,94.79,三线及以下,2017-02-27
O00013041,U000054,3-6岁,奶粉,825.13,三线及以下,2017-12-17
O00013042,U003733,1-3岁,玩具,120.51,三线及以下,2017-06-04
O00013043,U002806,6-12月,纸尿裤,451.03,二线城市,2017-08-16
O00013044,U003720,3-6岁,营养品,482.28,三线及以下,2017-10-13
O00013045,U005816,孕期囤货,营养品,1017.77,三线及以下,2017-03-25
O00013046,U002770,孕期囤货,洗护用品,107.45,三线及以下,2017-09-01
O00013047,U003610,3-6月,玩具,116.77,三线及以下,2017-02-17
O00013048,U003551,3-6月,纸尿裤,109.02,二线城市,2017-07-14
O00013049,U000538,3-6岁,玩具,135.43,三线及以下,2017-05-15
O00013050,U004163,1-3岁,玩具,141.49,二线城市,2017-09-10
O00013051,U000295,3-6岁,营养品,501.98,二线城市,2017-12-12
O00013052,U004308,孕期囤货,纸尿裤,411.94,二线城市,2017-11-21
O00013053,U001009,3-6岁,服饰,159.81,一线城市,2017-05-10
O00013054,U003354,孕期囤货,安全座椅,2964.9,二线城市,2017-01-14
O00013055,U004103,6-12月,玩具,156.87,三线及以下,2017-03-17
O00013056,U004774,3-6月,洗护用品,89.7,三线及以下,2017-08-20
O00013057,U004845,孕期囤货,待产包,639.28,二线城市,2017-11-11
O00013058,U003401,1-3岁,玩具,271.93,一线城市,2017-09-02
O00013059,U002959,6-12月,玩具,243.33,二线城市,2017-01-16
O00013060,U004059,0-3月,奶粉,1273.94,一线城市,2017-02-13
O00013061,U003639,孕期囤货,安全座椅,1764.01,二线城市,2017-08-02
O00013062,U001482,3-6月,营养品,685.27,三线及以下,2017-12-17
O00013063,U001141,1-3岁,奶粉,1817.71,一线城市,2017-04-06
O00013064,U000330,3-6岁,洗护用品,62.12,三线及以下,2017-05-22
O00013065,U005211,3-6月,营养品,143.79,三线及以下,2017-09-18
O00013066,U001048,3-6岁,营养品,241.49,三线及以下,2017-04-14
O00013067,U002499,3-6岁,玩具,203.33,一线城市,2017-02-21
O00013068,U003249,6-12月,纸尿裤,115.79,二线城市,2017-06-19
O00013069,U003274,1-3岁,玩具,75.89,三线及以下,2017-03-04
O00013070,U000375,6-12月,纸尿裤,603.92,一线城市,2017-10-22
O00013071,U004589,6-12月,纸尿裤,377.83,三线及以下,2017-07-24
O00013072,U001962,孕期囤货,洗护用品,139.32,一线城市,2017-07-28
O00013073,U000967,3-6岁,玩具,259.01,二线城市,2017-02-05
O00013074,U001138,3-6岁,玩具,231.13,二线城市,2017-05-12
O00013075,U001653,3-6岁,奶粉,388.31,三线及以下,2017-06-16
O00013076,U000674,1-3岁,辅食,247.47,三线及以下,2017-10-05
O00013077,U005099,3-6月,服饰,157.17,一线城市,2017-08-21
O00013078,U002160,3-6岁,安全座椅,1950.29,一线城市,2017-01-14
O00013079,U005524,0-3月,服饰,102.48,二线城市,2017-03-12
O00013080,U000526,孕期囤货,待产包,241.46,三线及以下,2017-02-01
O00013081,U004010,3-6岁,玩具,105.38,三线及以下,2017-02-13
O00013082,U003311,0-3月,纸尿裤,410.97,三线及以下,2017-09-11
O00013083,U005165,孕期囤货,安全座椅,2239.99,一线城市,2017-08-20
O00013084,U000526,孕期囤货,待产包,550.48,三线及以下,2017-06-28
O00013085,U005955,6-12月,服饰,225.29,一线城市,2017-02-27
O00013086,U000384,0-3月,营养品,1430.71,一线城市,2017-06-21
O00013087,U001285,孕期囤货,奶粉,992.35,三线及以下,2017-11-18
O00013088,U001542,0-3月,服饰,124.48,二线城市,2017-07-17
O00013089,U000940,0-3月,玩具,90.33,三线及以下,2017-07-04
O00013090,U005884,孕期囤货,纸尿裤,94.89,三线及以下,2017-04-07
O00013091,U003305,0-3月,纸尿裤,242.14,一线城市,2017-05-15
O00013092,U002195,0-3月,纸尿裤,162.07,一线城市,2017-05-26
O00013093,U003655,0-3月,洗护用品,63.88,二线城市,2017-09-15
O00013094,U003423,3-6月,辅食,125.58,三线及以下,2017-05-20
O00013095,U003330,3-6岁,服饰,132.03,三线及以下,2017-05-14
O00013096,U000763,孕期囤货,婴儿车,1925.69,一线城市,2017-07-15
O00013097,U000328,孕期囤货,洗护用品,164.73,二线城市,2017-06-09
O00013098,U001526,1-3岁,服饰,92.66,三线及以下,2017-12-05
O00013099,U000504,1-3岁,辅食,284.83,一线城市,2017-11-04
O00013100,U003670,孕期囤货,婴儿车,1351.66,三线及以下,2017-04-28
O00013101,U004381,3-6月,奶粉,414.91,一线城市,2017-03-23
O00013102,U000300,1-3岁,纸尿裤,611.59,二线城市,2017-03-24
O00013103,U001576,6-12月,辅食,311.69,三线及以下,2017-04-24
O00013104,U000966,1-3岁,纸尿裤,590.21,二线城市,2017-08-16
O00013105,U005138,3-6月,奶粉,575.31,一线城市,2017-12-19
O00013106,U000914,孕期囤货,儿童安全床,2886.01,二线城市,2017-01-02
O00013107,U003845,6-12月,奶粉,397.97,二线城市,2017-02-05
O00013108,U005181,0-3月,服饰,170.1,二线城市,2017-03-16
O00013109,U005099,3-6月,奶粉,1269.38,一线城市,2017-01-08
O00013110,U002116,3-6月,奶粉,609.55,三线及以下,2017-06-03
O00013111,U004220,3-6岁,营养品,340.45,一线城市,2017-08-06
O00013112,U005755,3-6月,玩具,136.91,三线及以下,2017-09-15
O00013113,U004036,3-6岁,安全座椅,2127.54,一线城市,2017-08-09
O00013114,U000307,孕期囤货,婴儿车,1336.56,三线及以下,2017-06-26
O00013115,U005357,6-12月,奶粉,928.72,一线城市,2017-10-13
O00013116,U005267,0-3月,奶粉,922.36,二线城市,2017-05-17
O00013117,U001320,0-3月,纸尿裤,265.63,一线城市,2017-09-25
O00013118,U004318,3-6月,奶粉,1500.16,二线城市,2017-06-24
O00013119,U005222,6-12月,奶粉,1476.53,一线城市,2017-07-24
O00013120,U000634,1-3岁,辅食,118.3,三线及以下,2017-12-04
O00013121,U001480,1-3岁,营养品,482.37,二线城市,2017-11-16
O00013122,U005645,1-3岁,辅食,418.67,一线城市,2017-08-25
O00013123,U000175,0-3月,纸尿裤,223.99,三线及以下,2017-11-25
O00013124,U004837,0-3月,纸尿裤,506.45,二线城市,2017-04-02
O00013125,U000464,1-3岁,纸尿裤,363.13,三线及以下,2017-04-06
O00013126,U003266,1-3岁,辅食,418.02,二线城市,2017-05-15
O00013127,U004701,6-12月,纸尿裤,187.51,三线及以下,2017-07-24
O00013128,U000667,3-6岁,玩具,149.39,二线城市,2017-11-03
O00013129,U004353,孕期囤货,安全座椅,1817.65,三线及以下,2017-06-04
O00013130,U003371,0-3月,纸尿裤,126.3,二线城市,2017-10-24
O00013131,U004751,6-12月,辅食,160.63,三线及以下,2017-09-18
O00013132,U000370,0-3月,奶粉,1817.14,一线城市,2017-05-12
O00013133,U005341,孕期囤货,服饰,77.33,三线及以下,2017-12-10
O00013134,U005829,3-6月,奶粉,170.42,三线及以下,2017-04-23
O00013135,U002027,3-6岁,玩具,152.76,一线城市,2017-06-11
O00013136,U001989,3-6岁,服饰,108.73,三线及以下,2017-12-12
O00013137,U001811,0-3月,纸尿裤,561.56,三线及以下,2017-03-28
O00013138,U003789,6-12月,辅食,253.74,二线城市,2017-12-19
O00013139,U002820,0-3月,服饰,94.72,二线城市,2017-07-22
O00013140,U002711,0-3月,营养品,1002.31,二线城市,2017-09-04
O00013141,U001369,3-6岁,玩具,166.7,一线城市,2017-12-25
O00013142,U004713,6-12月,纸尿裤,93.86,三线及以下,2017-05-05
O00013143,U003551,3-6月,玩具,141.09,二线城市,2017-01-10
O00013144,U001005,6-12月,奶粉,1039.01,三线及以下,2017-11-05
O00013145,U002576,孕期囤货,儿童安全床,1712.25,三线及以下,2017-02-22
O00013146,U001607,1-3岁,服饰,216.99,一线城市,2017-12-24
O00013147,U003581,1-3岁,辅食,274.45,一线城市,2017-09-25
O00013148,U005398,3-6月,玩具,97.18,三线及以下,2017-06-21
O00013149,U002313,1-3岁,奶粉,1210.4,二线城市,2017-05-11
O00013150,U004347,3-6岁,安全座椅,2560.32,一线城市,2017-12-06
O00013151,U003914,孕期囤货,奶粉,236.83,三线及以下,2017-05-21
O00013152,U003354,孕期囤货,待产包,875.02,二线城市,2017-12-17
O00013153,U001265,3-6岁,洗护用品,87.23,三线及以下,2017-01-02
O00013154,U003258,3-6月,纸尿裤,239.19,一线城市,2017-01-20
O00013155,U001309,1-3岁,玩具,212.91,一线城市,2017-03-04
O00013156,U000053,1-3岁,服饰,154.89,二线城市,2017-01-09
O00013157,U002873,3-6岁,服饰,162.22,一线城市,2017-05-11
O00013158,U005883,0-3月,玩具,191.56,一线城市,2017-08-12
O00013159,U003040,孕期囤货,安全座椅,2090.49,三线及以下,2017-09-16
O00013160,U004719,3-6岁,服饰,211.99,一线城市,2017-10-16
O00013161,U002150,6-12月,奶粉,808.12,一线城市,2017-05-12
O00013162,U001880,6-12月,纸尿裤,506.6,一线城市,2017-02-06
O00013163,U001384,3-6月,玩具,142.61,三线及以下,2017-08-12
O00013164,U003298,1-3岁,玩具,135.82,三线及以下,2017-09-14
O00013165,U004432,孕期囤货,儿童安全床,4167.43,一线城市,2017-01-16
O00013166,U002516,1-3岁,玩具,219.0,一线城市,2017-06-26
O00013167,U005430,1-3岁,服饰,100.55,三线及以下,2017-09-26
O00013168,U002205,0-3月,营养品,1033.66,一线城市,2017-08-15
O00013169,U003955,1-3岁,服饰,217.47,一线城市,2017-01-16
O00013170,U005994,孕期囤货,待产包,650.95,二线城市,2017-09-11
O00013171,U002954,1-3岁,营养品,199.93,二线城市,2017-04-17
O00013172,U001800,3-6岁,服饰,122.28,二线城市,2017-04-21
O00013173,U000703,3-6岁,洗护用品,62.23,三线及以下,2017-06-11
O00013174,U000242,1-3岁,洗护用品,155.98,二线城市,2017-01-14
O00013175,U000470,0-3月,服饰,85.26,三线及以下,2017-01-02
O00013176,U002465,6-12月,纸尿裤,226.19,二线城市,2017-07-12
O00013177,U004926,6-12月,辅食,429.83,三线及以下,2017-06-23
O00013178,U004534,3-6月,玩具,93.67,三线及以下,2017-01-25
O00013179,U000916,0-3月,奶粉,1166.25,三线及以下,2017-12-01
O00013180,U001377,6-12月,辅食,252.61,二线城市,2017-07-03
O00013181,U002325,0-3月,洗护用品,61.75,三线及以下,2017-05-17
O00013182,U004438,3-6月,奶粉,504.71,三线及以下,2017-05-19
O00013183,U002554,1-3岁,奶粉,933.08,三线及以下,2017-02-05
O00013184,U001956,6-12月,纸尿裤,283.46,三线及以下,2017-03-04
O00013185,U003478,孕期囤货,洗护用品,131.84,一线城市,2017-05-19
O00013186,U003418,1-3岁,玩具,137.85,二线城市,2017-05-14
O00013187,U005654,孕期囤货,服饰,98.88,一线城市,2017-12-26
O00013188,U001595,孕期囤货,儿童安全床,3761.95,二线城市,2017-06-20
O00013189,U001083,6-12月,玩具,122.21,三线及以下,2017-06-09
O00013190,U003934,6-12月,奶粉,250.01,二线城市,2017-03-07
O00013191,U000658,1-3岁,辅食,443.45,二线城市,2017-02-11
O00013192,U001976,3-6月,辅食,56.58,三线及以下,2017-10-20
O00013193,U005171,孕期囤货,服饰,131.1,三线及以下,2017-03-08
O00013194,U004746,0-3月,奶粉,727.23,三线及以下,2017-04-02
O00013195,U002760,孕期囤货,洗护用品,115.96,一线城市,2017-09-19
O00013196,U001675,6-12月,纸尿裤,501.51,二线城市,2017-04-17
O00013197,U003145,孕期囤货,安全座椅,2431.93,二线城市,2017-06-28
O00013198,U004505,1-3岁,营养品,915.78,三线及以下,2017-08-12
O00013199,U003459,3-6月,营养品,732.81,三线及以下,2017-07-28
O00013200,U004872,3-6月,玩具,211.76,二线城市,2017-05-15
O00013201,U000066,孕期囤货,洗护用品,70.0,三线及以下,2017-03-17
O00013202,U000200,0-3月,洗护用品,107.28,二线城市,2017-08-07
O00013203,U001125,0-3月,奶粉,488.31,三线及以下,2017-03-13
O00013204,U003247,孕期囤货,纸尿裤,614.54,三线及以下,2017-01-10
O00013205,U000354,6-12月,辅食,424.77,二线城市,2017-10-28
O00013206,U005335,3-6月,玩具,153.27,二线城市,2017-05-21
O00013207,U003259,3-6月,辅食,277.93,三线及以下,2017-02-23
O00013208,U001189,1-3岁,奶粉,718.52,一线城市,2017-09-07
O00013209,U000397,3-6月,玩具,166.66,二线城市,2017-08-08
O00013210,U005389,3-6岁,安全座椅,866.66,三线及以下,2017-09-10
O00013211,U000486,3-6月,玩具,318.11,一线城市,2017-12-17
O00013212,U002279,1-3岁,洗护用品,102.72,一线城市,2017-09-11
O00013213,U000960,6-12月,玩具,205.84,二线城市,2017-08-13
O00013214,U004834,6-12月,纸尿裤,178.43,三线及以下,2017-02-06
O00013215,U000961,6-12月,玩具,95.57,三线及以下,2017-07-17
O00013216,U004187,3-6岁,服饰,154.81,二线城市,2017-02-28
O00013217,U005360,3-6岁,玩具,108.47,三线及以下,2017-02-15
O00013218,U000956,1-3岁,辅食,291.97,二线城市,2017-07-03
O00013219,U001046,3-6月,纸尿裤,512.9,三线及以下,2017-08-25
O00013220,U000997,孕期囤货,营养品,523.13,三线及以下,2017-08-24
O00013221,U005179,孕期囤货,安全座椅,2044.69,三线及以下,2017-01-22
O00013222,U004706,孕期囤货,洗护用品,142.95,二线城市,2017-06-16
O00013223,U004114,1-3岁,辅食,258.77,三线及以下,2017-04-11
O00013224,U002878,6-12月,营养品,575.47,二线城市,2017-08-28
O00013225,U000958,3-6岁,奶粉,1526.75,一线城市,2017-01-07
O00013226,U002096,3-6岁,服饰,136.15,二线城市,2017-03-04
O00013227,U001061,1-3岁,营养品,946.74,二线城市,2017-06-03
O00013228,U003997,1-3岁,辅食,52.07,三线及以下,2017-06-11
O00013229,U000515,3-6岁,玩具,160.33,一线城市,2017-07-07
O00013230,U002663,孕期囤货,洗护用品,88.7,二线城市,2017-08-17
O00013231,U004887,1-3岁,洗护用品,89.86,三线及以下,2017-12-01
O00013232,U000608,3-6岁,洗护用品,93.85,二线城市,2017-02-01
O00013233,U003769,3-6岁,服饰,150.43,二线城市,2017-08-11
O00013234,U004870,1-3岁,纸尿裤,529.44,三线及以下,2017-03-17
O00013235,U004815,3-6岁,洗护用品,103.9,一线城市,2017-03-19
O00013236,U002245,孕期囤货,儿童安全床,3902.52,二线城市,2017-05-14
O00013237,U005236,6-12月,奶粉,805.9,二线城市,2017-03-09
O00013238,U003313,3-6岁,玩具,141.88,三线及以下,2017-02-11
O00013239,U005501,3-6月,奶粉,211.56,三线及以下,2017-01-14
O00013240,U001250,0-3月,待产包,471.7,三线及以下,2017-11-14
O00013241,U002175,6-12月,纸尿裤,105.55,三线及以下,2017-01-12
O00013242,U003118,3-6岁,玩具,124.04,二线城市,2017-09-21
O00013243,U002478,3-6岁,辅食,177.37,三线及以下,2017-01-07
O00013244,U005346,3-6月,洗护用品,51.22,三线及以下,2017-01-25
O00013245,U002673,3-6月,玩具,138.97,三线及以下,2017-10-19
O00013246,U003752,3-6月,服饰,187.59,一线城市,2017-01-07
O00013247,U004930,3-6月,奶粉,179.86,三线及以下,2017-01-07
O00013248,U002690,0-3月,待产包,396.92,三线及以下,2017-04-09
O00013249,U001152,6-12月,辅食,319.38,二线城市,2017-07-26
O00013250,U004730,1-3岁,辅食,294.95,一线城市,2017-07-22
O00013251,U004207,孕期囤货,儿童安全床,2243.28,二线城市,2017-09-19
O00013252,U000457,3-6岁,服饰,119.45,三线及以下,2017-02-20
O00013253,U004563,0-3月,纸尿裤,484.52,三线及以下,2017-08-18
O00013254,U001518,3-6月,玩具,137.97,二线城市,2017-02-26
O00013255,U002167,3-6月,纸尿裤,710.48,二线城市,2017-03-12
O00013256,U005558,1-3岁,纸尿裤,306.17,三线及以下,2017-05-01
O00013257,U001643,孕期囤货,儿童安全床,2578.13,三线及以下,2017-08-04
O00013258,U001160,孕期囤货,婴儿车,1966.74,二线城市,2017-11-14
O00013259,U005759,3-6岁,营养品,800.89,一线城市,2017-08-05
O00013260,U004969,孕期囤货,待产包,321.68,三线及以下,2017-04-27
O00013261,U000385,0-3月,洗护用品,81.44,三线及以下,2017-02-22
O00013262,U005164,6-12月,洗护用品,97.19,二线城市,2017-06-10
O00013263,U003125,0-3月,奶粉,451.45,二线城市,2017-09-18
O00013264,U002472,6-12月,玩具,125.49,三线及以下,2017-07-26
O00013265,U005927,孕期囤货,儿童安全床,2515.95,一线城市,2017-05-28
O00013266,U001298,0-3月,纸尿裤,585.05,三线及以下,2017-10-19
O00013267,U002940,1-3岁,奶粉,486.78,三线及以下,2017-09-03
O00013268,U005079,6-12月,纸尿裤,392.66,三线及以下,2017-11-23
O00013269,U003467,6-12月,奶粉,1515.88,二线城市,2017-04-23
O00013270,U005587,3-6月,纸尿裤,617.15,三线及以下,2017-05-24
O00013271,U003713,0-3月,待产包,749.79,一线城市,2017-03-16
O00013272,U001503,1-3岁,奶粉,1429.74,一线城市,2017-11-14
O00013273,U005541,1-3岁,奶粉,377.21,三线及以下,2017-04-20
O00013274,U004698,3-6岁,安全座椅,1626.99,三线及以下,2017-10-04
O00013275,U001103,0-3月,待产包,407.27,三线及以下,2017-06-08
O00013276,U004164,0-3月,纸尿裤,382.42,二线城市,2017-08-02
O00013277,U003566,孕期囤货,服饰,101.96,三线及以下,2017-03-13
O00013278,U000007,0-3月,奶粉,365.72,一线城市,2017-02-18
O00013279,U000763,孕期囤货,安全座椅,1758.55,一线城市,2017-08-11
O00013280,U005467,3-6岁,安全座椅,2752.9,二线城市,2017-04-06
O00013281,U002100,3-6月,纸尿裤,389.43,二线城市,2017-10-08
O00013282,U001124,6-12月,服饰,105.14,三线及以下,2017-01-03
O00013283,U005337,6-12月,玩具,242.85,一线城市,2017-07-24
O00013284,U001354,6-12月,辅食,361.8,三线及以下,2017-09-20
O00013285,U000852,3-6月,纸尿裤,594.14,一线城市,2017-06-10
O00013286,U003457,1-3岁,辅食,249.8,三线及以下,2017-11-14
O00013287,U005565,1-3岁,辅食,110.69,二线城市,2017-05-26
O00013288,U004420,6-12月,辅食,403.03,二线城市,2017-03-12
O00013289,U005616,孕期囤货,儿童安全床,2534.58,二线城市,2017-07-10
O00013290,U003664,孕期囤货,待产包,352.49,三线及以下,2017-06-08
O00013291,U004959,0-3月,纸尿裤,516.91,二线城市,2017-02-27
O00013292,U003414,6-12月,纸尿裤,493.33,二线城市,2017-07-09
O00013293,U001406,6-12月,纸尿裤,205.48,三线及以下,2017-08-08
O00013294,U004850,0-3月,待产包,855.76,一线城市,2017-03-28
O00013295,U001368,孕期囤货,待产包,635.91,一线城市,2017-03-02
O00013296,U005073,3-6岁,辅食,302.23,三线及以下,2017-04-10
O00013297,U004909,3-6月,服饰,91.49,三线及以下,2017-03-01
O00013298,U004974,1-3岁,玩具,226.59,一线城市,2017-04-22
O00013299,U005421,孕期囤货,服饰,100.24,二线城市,2017-12-16
O00013300,U004863,0-3月,奶粉,352.67,一线城市,2017-01-27
O00013301,U004568,孕期囤货,待产包,691.85,三线及以下,2017-04-24
O00013302,U001493,6-12月,营养品,741.51,二线城市,2017-08-04
O00013303,U004530,3-6岁,奶粉,653.21,三线及以下,2017-06-07
O00013304,U004682,3-6月,纸尿裤,230.97,三线及以下,2017-04-15
O00013305,U000180,1-3岁,辅食,119.06,三线及以下,2017-04-22
O00013306,U000220,3-6岁,玩具,155.15,一线城市,2017-01-01
O00013307,U000178,0-3月,洗护用品,93.44,三线及以下,2017-07-14
O00013308,U004424,1-3岁,玩具,123.75,三线及以下,2017-12-26
O00013309,U005329,6-12月,玩具,227.72,一线城市,2017-11-02
O00013310,U003871,孕期囤货,安全座椅,2069.97,二线城市,2017-12-05
O00013311,U001131,3-6岁,玩具,122.91,二线城市,2017-05-13
O00013312,U004465,孕期囤货,儿童安全床,3865.13,一线城市,2017-10-12
O00013313,U001433,0-3月,纸尿裤,378.56,一线城市,2017-11-20
O00013314,U002418,6-12月,奶粉,557.51,一线城市,2017-06-14
O00013315,U001472,3-6岁,营养品,627.22,二线城市,2017-12-15
O00013316,U005475,0-3月,服饰,158.22,三线及以下,2017-07-08
O00013317,U002321,1-3岁,洗护用品,107.49,一线城市,2017-11-27
O00013318,U001487,1-3岁,洗护用品,120.82,二线城市,2017-04-13
O00013319,U003770,6-12月,纸尿裤,130.02,三线及以下,2017-02-08
O00013320,U004061,0-3月,奶粉,603.51,二线城市,2017-06-08
O00013321,U003850,0-3月,服饰,161.45,二线城市,2017-02-03
O00013322,U000758,3-6月,纸尿裤,171.92,三线及以下,2018-08-25
O00013323,U003875,孕期囤货,安全座椅,2346.39,二线城市,2018-07-13
O00013324,U005818,0-3月,纸尿裤,193.95,三线及以下,2018-01-12
O00013325,U000405,1-3岁,纸尿裤,442.55,三线及以下,2018-10-22
O00013326,U002625,6-12月,辅食,121.38,三线及以下,2018-11-04
O00013327,U003246,1-3岁,奶粉,530.59,三线及以下,2018-08-03
O00013328,U001104,孕期囤货,待产包,603.67,三线及以下,2018-09-21
O00013329,U000774,0-3月,纸尿裤,372.93,三线及以下,2018-08-02
O00013330,U002329,孕期囤货,服饰,113.79,三线及以下,2018-11-16
O00013331,U004869,1-3岁,辅食,182.32,二线城市,2018-07-28
O00013332,U003758,3-6岁,玩具,135.17,二线城市,2018-06-09
O00013333,U005331,3-6月,洗护用品,191.78,一线城市,2018-03-10
O00013334,U004313,0-3月,奶粉,906.2,二线城市,2018-10-05
O00013335,U002964,3-6岁,服饰,83.64,三线及以下,2018-06-13
O00013336,U005781,1-3岁,辅食,1121.02,一线城市,2018-02-01
O00013337,U000202,1-3岁,辅食,286.41,二线城市,2018-05-15
O00013338,U002346,3-6岁,玩具,143.08,三线及以下,2018-01-13
O00013339,U003571,1-3岁,玩具,96.23,三线及以下,2018-11-11
O00013340,U002338,3-6岁,安全座椅,2376.34,二线城市,2018-12-27
O00013341,U000298,3-6月,纸尿裤,382.53,二线城市,2018-02-08
O00013342,U002233,3-6月,奶粉,842.27,二线城市,2018-08-19
O00013343,U000679,6-12月,洗护用品,73.87,三线及以下,2018-04-10
O00013344,U004287,6-12月,玩具,225.56,二线城市,2018-03-25
O00013345,U002872,6-12月,辅食,72.81,三线及以下,2018-12-17
O00013346,U001134,3-6岁,洗护用品,63.24,三线及以下,2018-10-05
O00013347,U000421,6-12月,辅食,185.48,三线及以下,2018-07-15
O00013348,U001617,6-12月,纸尿裤,967.77,一线城市,2018-05-27
O00013349,U000330,3-6岁,服饰,109.77,三线及以下,2018-04-02
O00013350,U004296,3-6月,奶粉,695.29,三线及以下,2018-12-15
O00013351,U003040,孕期囤货,服饰,71.97,三线及以下,2018-09-10
O00013352,U003353,0-3月,洗护用品,59.37,三线及以下,2018-12-05
O00013353,U000793,0-3月,营养品,1183.14,一线城市,2018-01-16
O00013354,U002087,3-6月,玩具,109.34,三线及以下,2018-02-01
O00013355,U000882,6-12月,奶粉,995.02,三线及以下,2018-06-21
O00013356,U003435,1-3岁,纸尿裤,332.89,三线及以下,2018-12-19
O00013357,U002102,0-3月,奶粉,1372.52,二线城市,2018-08-16
O00013358,U003217,孕期囤货,营养品,1724.27,一线城市,2018-06-07
O00013359,U003016,6-12月,纸尿裤,111.65,三线及以下,2018-06-28
O00013360,U005912,孕期囤货,服饰,204.75,一线城市,2018-04-21
O00013361,U005167,6-12月,纸尿裤,120.1,三线及以下,2018-10-26
O00013362,U000957,孕期囤货,洗护用品,82.17,二线城市,2018-11-27
O00013363,U005172,0-3月,奶粉,740.58,一线城市,2018-07-12
O00013364,U000035,3-6岁,玩具,123.88,三线及以下,2018-07-21
O00013365,U004199,3-6岁,洗护用品,112.38,一线城市,2018-10-09
O00013366,U001578,3-6岁,服饰,214.37,一线城市,2018-08-08
O00013367,U002246,6-12月,奶粉,715.7,三线及以下,2018-04-17
O00013368,U005847,3-6岁,安全座椅,1735.84,二线城市,2018-06-12
O00013369,U005317,3-6岁,安全座椅,1527.98,三线及以下,2018-05-10
O00013370,U005419,孕期囤货,安全座椅,2397.82,一线城市,2018-07-21
O00013371,U001729,0-3月,奶粉,573.5,二线城市,2018-04-21
O00013372,U005770,3-6月,服饰,148.96,三线及以下,2018-04-06
O00013373,U002794,6-12月,辅食,250.73,二线城市,2018-04-18
O00013374,U000344,3-6月,服饰,117.61,一线城市,2018-06-11
O00013375,U005298,3-6岁,营养品,862.77,二线城市,2018-11-16
O00013376,U000882,6-12月,辅食,235.04,三线及以下,2018-05-24
O00013377,U000014,孕期囤货,纸尿裤,459.01,三线及以下,2018-06-26
O00013378,U000118,3-6月,奶粉,822.18,一线城市,2018-08-01
O00013379,U003172,0-3月,洗护用品,60.12,三线及以下,2018-02-12
O00013380,U000238,3-6月,洗护用品,125.84,一线城市,2018-06-06
O00013381,U005411,0-3月,服饰,167.4,二线城市,2018-03-14
O00013382,U002232,1-3岁,服饰,138.16,一线城市,2018-01-11
O00013383,U001069,孕期囤货,服饰,102.3,二线城市,2018-03-04
O00013384,U001882,孕期囤货,儿童安全床,1227.9,三线及以下,2018-02-13
O00013385,U003655,0-3月,营养品,1162.04,二线城市,2018-07-12
O00013386,U004680,3-6月,纸尿裤,322.58,三线及以下,2018-03-01
O00013387,U004968,3-6岁,服饰,124.59,三线及以下,2018-05-25
O00013388,U003327,孕期囤货,洗护用品,80.59,二线城市,2018-01-27
O00013389,U001307,1-3岁,服饰,134.33,二线城市,2018-10-03
O00013390,U003312,3-6月,纸尿裤,521.81,二线城市,2018-02-27
O00013391,U005147,3-6岁,奶粉,1760.9,一线城市,2018-08-03
O00013392,U000215,1-3岁,纸尿裤,154.15,二线城市,2018-12-12
O00013393,U004715,3-6月,辅食,265.32,三线及以下,2018-04-14
O00013394,U001225,3-6月,纸尿裤,557.43,二线城市,2018-03-02
O00013395,U001636,1-3岁,纸尿裤,328.48,三线及以下,2018-04-18
O00013396,U005756,0-3月,洗护用品,78.7,二线城市,2018-04-18
