loyalty_id,user_id,category,brand,stay_months,switched,switch_to_date
L0002214,U003807,纸尿裤,花王,7,1,2024-05-15
L0002215,U004171,纸尿裤,帮宝适,4,0,
L0002216,U002227,纸尿裤,妈咪宝贝,3,1,2018-09-15
L0002217,U001645,纸尿裤,好奇,17,0,
L0002218,U004650,纸尿裤,帮宝适,18,0,
L0002219,U001625,纸尿裤,花王,7,1,2023-04-15
L0002220,U002342,纸尿裤,帮宝适,3,1,2024-06-15
L0002221,U003965,纸尿裤,花王,7,1,2019-11-15
L0002222,U002771,纸尿裤,花王,19,0,
L0002223,U005192,纸尿裤,帮宝适,12,0,
L0002224,U000392,纸尿裤,大王,6,1,2024-09-15
L0002225,U004532,纸尿裤,花王,15,0,
L0002226,U003278,纸尿裤,好奇,36,0,
L0002227,U003844,纸尿裤,妈咪宝贝,9,1,2019-10-15
L0002228,U001816,纸尿裤,帮宝适,7,1,2019-11-15
L0002229,U005883,纸尿裤,妈咪宝贝,8,0,
L0002230,U005109,纸尿裤,大王,35,1,2020-08-15
L0002231,U001986,纸尿裤,好奇,6,0,
L0002232,U002876,纸尿裤,大王,7,1,2021-02-15
L0002233,U002217,纸尿裤,妈咪宝贝,14,0,
L0002234,U000203,纸尿裤,好奇,6,0,
L0002235,U001337,纸尿裤,帮宝适,9,0,
L0002236,U004007,纸尿裤,大王,8,1,2021-11-15
L0002237,U000891,纸尿裤,花王,6,0,
L0002238,U000642,纸尿裤,大王,22,1,2023-12-15
L0002239,U000966,纸尿裤,妈咪宝贝,6,0,
L0002240,U003033,纸尿裤,大王,3,0,
L0002241,U005131,纸尿裤,露安适,9,0,
L0002242,U000452,纸尿裤,妈咪宝贝,7,1,2021-05-15
L0002243,U005801,纸尿裤,大王,8,1,2020-11-15
L0002244,U001204,纸尿裤,花王,5,0,
L0002245,U002479,纸尿裤,大王,2,1,2020-11-15
L0002246,U000337,纸尿裤,大王,4,0,
L0002247,U002720,纸尿裤,妈咪宝贝,6,1,2024-11-15
L0002248,U000296,纸尿裤,好奇,4,0,
L0002249,U002553,纸尿裤,露安适,10,1,2020-10-15
L0002250,U005305,纸尿裤,妈咪宝贝,13,1,2020-08-15
L0002251,U002636,奶粉,合生元,18,1,2019-12-15
L0002252,U003213,奶粉,惠氏,8,1,2018-08-15
L0002253,U005715,奶粉,惠氏,27,0,
L0002254,U004040,奶粉,惠氏,4,0,
L0002255,U005978,奶粉,君乐宝,7,1,2022-03-15
L0002256,U002590,奶粉,惠氏,7,0,
L0002257,U003563,奶粉,合生元,5,1,2021-06-15
L0002258,U003008,奶粉,美素佳儿,3,0,
L0002259,U000567,奶粉,美素佳儿,4,1,2023-06-15
L0002260,U002739,奶粉,合生元,9,1,2021-11-15
L0002261,U004373,奶粉,惠氏,7,0,
L0002262,U003392,奶粉,美素佳儿,14,1,2023-01-15
L0002263,U004989,奶粉,美素佳儿,18,1,2020-11-15
L0002264,U004309,奶粉,美素佳儿,3,0,
L0002265,U005871,奶粉,爱他美,9,0,
L0002266,U003290,奶粉,飞鹤,9,1,2022-10-15
L0002267,U003463,奶粉,惠氏,5,1,2023-07-15
L0002268,U003504,奶粉,飞鹤,23,0,
L0002269,U000931,奶粉,君乐宝,12,1,2022-09-15
L0002270,U003784,奶粉,飞鹤,8,0,
L0002271,U003648,奶粉,爱他美,6,1,2018-12-15
L0002272,U005832,奶粉,爱他美,12,0,
L0002273,U004031,奶粉,惠氏,4,0,
L0002274,U002361,奶粉,合生元,10,0,
L0002275,U005096,奶粉,合生元,12,0,
L0002276,U001199,奶粉,飞鹤,21,0,
L0002277,U002277,奶粉,爱他美,4,0,
L0002278,U004694,奶粉,惠氏,14,0,
L0002279,U002278,奶粉,飞鹤,8,1,2018-09-15
L0002280,U004277,奶粉,合生元,7,0,
L0002281,U001011,奶粉,飞鹤,3,1,2023-08-15
L0002282,U004688,奶粉,美素佳儿,9,1,2023-07-15
L0002283,U005651,奶粉,美素佳儿,2,1,2018-07-15
L0002284,U002692,奶粉,飞鹤,10,1,2024-09-15
L0002285,U000251,奶粉,飞鹤,32,0,
L0002286,U003601,奶粉,美素佳儿,6,0,
L0002287,U002405,奶粉,君乐宝,14,0,
L0002288,U001500,奶粉,美素佳儿,5,0,
L0002289,U001197,奶粉,美素佳儿,8,1,2022-10-15
L0002290,U001483,奶粉,惠氏,7,0,
L0002291,U005806,奶粉,飞鹤,10,1,2020-01-15
L0002292,U001043,奶粉,君乐宝,3,0,
L0002293,U003693,奶粉,爱他美,6,1,2023-08-15
L0002294,U001751,奶粉,惠氏,7,0,
L0002295,U001742,奶粉,惠氏,3,0,
L0002296,U005378,奶粉,君乐宝,5,0,
L0002297,U004809,奶粉,君乐宝,7,0,
L0002298,U001778,奶粉,惠氏,4,1,2022-07-15
L0002299,U004440,奶粉,君乐宝,11,0,
L0002300,U000856,奶粉,惠氏,9,1,2023-03-15
L0002301,U004715,奶粉,爱他美,14,0,
L0002302,U004937,奶粉,飞鹤,5,0,
L0002303,U004075,奶粉,美素佳儿,33,1,2023-03-15
L0002304,U001644,奶粉,君乐宝,4,0,
L0002305,U002537,奶粉,惠氏,6,0,
L0002306,U002741,奶粉,飞鹤,12,1,2020-11-15
L0002307,U000690,奶粉,合生元,8,1,2020-06-15
L0002308,U002228,奶粉,君乐宝,4,1,2021-10-15
L0002309,U001506,奶粉,美素佳儿,25,1,2020-01-15
L0002310,U002491,奶粉,美素佳儿,7,1,2022-08-15
L0002311,U005953,奶粉,君乐宝,4,1,2019-03-15
L0002312,U001293,奶粉,美素佳儿,6,0,
L0002313,U003891,奶粉,爱他美,17,0,
L0002314,U004311,奶粉,美素佳儿,4,0,
L0002315,U003000,奶粉,美素佳儿,16,0,
L0002316,U000474,奶粉,君乐宝,7,1,2019-02-15
L0002317,U001362,奶粉,惠氏,5,0,
L0002318,U000986,奶粉,爱他美,5,0,
L0002319,U004365,奶粉,爱他美,9,1,2022-02-15
L0002320,U001971,奶粉,合生元,7,1,2019-05-15
L0002321,U001116,奶粉,爱他美,3,1,2020-01-15
L0002322,U003865,奶粉,爱他美,3,0,
L0002323,U002013,奶粉,爱他美,6,0,
L0002324,U001050,奶粉,飞鹤,4,1,2018-04-15
L0002325,U003489,奶粉,美素佳儿,5,0,
L0002326,U003891,奶粉,惠氏,5,0,
L0002327,U000657,奶粉,惠氏,4,1,2022-06-15
L0002328,U005078,奶粉,君乐宝,6,1,2023-10-15
L0002329,U005075,奶粉,美素佳儿,6,0,
L0002330,U004338,奶粉,美素佳儿,9,0,
L0002331,U004552,奶粉,爱他美,6,0,
L0002332,U003788,奶粉,爱他美,3,1,2023-07-15
L0002333,U001539,奶粉,爱他美,10,1,2022-08-15
L0002334,U001884,奶粉,君乐宝,3,0,
L0002335,U000890,奶粉,爱他美,7,1,2019-06-15
L0002336,U002215,奶粉,美素佳儿,21,1,2020-09-15
L0002337,U004537,奶粉,爱他美,4,0,
L0002338,U003907,奶粉,君乐宝,3,0,
L0002339,U005281,奶粉,爱他美,7,1,2019-08-15
L0002340,U000881,奶粉,美素佳儿,8,1,2019-06-15
L0002341,U004079,奶粉,飞鹤,4,1,2023-06-15
L0002342,U002905,奶粉,飞鹤,1,1,2023-02-15
L0002343,U001516,奶粉,君乐宝,9,1,2018-07-15
L0002344,U002704,奶粉,合生元,5,0,
L0002345,U001251,奶粉,爱他美,8,0,
L0002346,U001542,奶粉,飞鹤,7,0,
L0002347,U001560,奶粉,惠氏,13,0,
L0002348,U002711,奶粉,美素佳儿,6,1,2024-08-15
L0002349,U004538,奶粉,爱他美,5,0,
L0002350,U005169,奶粉,惠氏,25,0,
L0002351,U001283,奶粉,美素佳儿,8,1,2020-09-15
L0002352,U001498,奶粉,合生元,2,1,2018-12-15
L0002353,U001555,奶粉,美素佳儿,2,0,
L0002354,U000029,奶粉,美素佳儿,10,1,2024-06-15
L0002355,U004096,奶粉,飞鹤,13,1,2024-09-15
L0002356,U000194,奶粉,惠氏,13,0,
L0002357,U003417,奶粉,爱他美,8,0,
L0002358,U000482,奶粉,合生元,8,0,
L0002359,U005702,奶粉,君乐宝,2,1,2024-05-15
L0002360,U002968,奶粉,惠氏,8,0,
L0002361,U005722,奶粉,惠氏,5,1,2020-12-15
L0002362,U005435,奶粉,飞鹤,12,1,2020-10-15
L0002363,U004105,奶粉,君乐宝,11,1,2018-08-15
L0002364,U002275,奶粉,美素佳儿,4,0,
L0002365,U005656,奶粉,合生元,10,0,
L0002366,U001206,奶粉,飞鹤,5,1,2018-06-15
L0002367,U005852,奶粉,爱他美,12,0,
L0002368,U001237,奶粉,飞鹤,5,1,2023-01-15
L0002369,U001279,奶粉,惠氏,5,1,2023-10-15
L0002370,U003354,奶粉,美素佳儿,6,0,
L0002371,U004449,奶粉,合生元,3,1,2018-08-15
L0002372,U000135,奶粉,合生元,7,0,
L0002373,U004491,奶粉,合生元,4,0,
L0002374,U004431,奶粉,合生元,9,1,2018-02-15
L0002375,U000105,奶粉,君乐宝,4,1,2024-07-15
L0002376,U004083,奶粉,飞鹤,1,1,2022-11-15
L0002377,U003141,奶粉,飞鹤,4,1,2023-05-15
L0002378,U004393,奶粉,合生元,7,1,2024-02-15
L0002379,U000350,奶粉,君乐宝,11,1,2019-07-15
L0002380,U001095,奶粉,惠氏,11,1,2022-07-15
L0002381,U002636,奶粉,君乐宝,3,0,
L0002382,U005370,奶粉,爱他美,3,0,
L0002383,U005201,奶粉,美素佳儿,5,0,
L0002384,U001482,奶粉,合生元,36,0,
L0002385,U003490,奶粉,合生元,15,0,
L0002386,U005236,奶粉,惠氏,4,1,2018-03-15
L0002387,U003986,奶粉,爱他美,7,1,2018-01-15
L0002388,U004075,奶粉,惠氏,2,1,2018-11-15
L0002389,U000511,奶粉,爱他美,10,0,
L0002390,U003348,奶粉,惠氏,10,1,2023-07-15
L0002391,U002021,奶粉,美素佳儿,8,0,
L0002392,U001586,奶粉,爱他美,6,0,
L0002393,U005517,奶粉,君乐宝,3,1,2019-03-15
L0002394,U005720,奶粉,爱他美,14,0,
L0002395,U002734,奶粉,爱他美,20,1,2018-01-15
L0002396,U005901,奶粉,惠氏,8,1,2024-06-15
L0002397,U000872,奶粉,合生元,14,1,2018-04-15
L0002398,U003788,奶粉,飞鹤,14,1,2021-07-15
L0002399,U000405,奶粉,君乐宝,14,0,
L0002400,U004180,奶粉,惠氏,4,0,
L0002401,U001144,奶粉,合生元,7,1,2023-09-15
L0002402,U000618,奶粉,飞鹤,3,1,2023-03-15
L0002403,U003453,奶粉,美素佳儿,8,0,
L0002404,U002322,奶粉,君乐宝,7,0,
L0002405,U004485,奶粉,合生元,2,0,
L0002406,U005972,奶粉,君乐宝,11,1,2021-03-15
L0002407,U000108,奶粉,惠氏,5,1,2018-11-15
L0002408,U001395,奶粉,惠氏,36,1,2022-01-15
L0002409,U002459,奶粉,美素佳儿,5,0,
L0002410,U002312,奶粉,爱他美,3,0,
L0002411,U003813,奶粉,合生元,5,0,
L0002412,U001060,奶粉,合生元,3,0,
L0002413,U000677,奶粉,爱他美,2,0,
L0002414,U005524,奶粉,君乐宝,2,0,
L0002415,U005386,奶粉,合生元,17,0,
L0002416,U001307,奶粉,飞鹤,12,0,
L0002417,U005905,奶粉,美素佳儿,8,1,2021-12-15
L0002418,U003833,奶粉,惠氏,11,0,
L0002419,U001559,奶粉,合生元,14,1,2021-12-15
L0002420,U004788,奶粉,君乐宝,10,0,
L0002421,U003072,奶粉,惠氏,5,0,
L0002422,U002034,奶粉,美素佳儿,4,0,
L0002423,U005014,奶粉,惠氏,8,0,
L0002424,U002285,奶粉,合生元,11,1,2022-05-15
L0002425,U001630,奶粉,爱他美,16,1,2020-04-15
L0002426,U002152,奶粉,飞鹤,10,0,
L0002427,U000772,奶粉,惠氏,7,0,
L0002428,U004739,奶粉,惠氏,4,0,
L0002429,U001710,奶粉,飞鹤,15,0,
L0002430,U004647,奶粉,君乐宝,5,1,2023-09-15
L0002431,U003090,奶粉,爱他美,5,1,2020-04-15
L0002432,U002060,奶粉,爱他美,15,1,2024-12-15
L0002433,U002559,奶粉,合生元,3,0,
L0002434,U005749,奶粉,惠氏,10,1,2023-09-15
L0002435,U004535,奶粉,合生元,4,1,2024-03-15
L0002436,U003059,奶粉,爱他美,4,0,
L0002437,U005640,奶粉,爱他美,8,1,2022-05-15
L0002438,U004579,奶粉,美素佳儿,4,1,2022-05-15
L0002439,U005598,奶粉,合生元,5,0,
L0002440,U003005,奶粉,美素佳儿,23,0,
L0002441,U002585,奶粉,合生元,8,1,2023-11-15
L0002442,U000596,奶粉,飞鹤,29,1,2020-10-15
L0002443,U004649,奶粉,惠氏,2,1,2019-09-15
L0002444,U003230,奶粉,爱他美,3,0,
L0002445,U002726,奶粉,君乐宝,8,1,2019-08-15
L0002446,U002560,奶粉,惠氏,16,0,
L0002447,U001028,奶粉,惠氏,12,1,2019-02-15
L0002448,U004865,奶粉,美素佳儿,6,0,
L0002449,U001800,奶粉,合生元,16,1,2022-08-15
L0002450,U005051,奶粉,君乐宝,3,0,
L0002451,U000110,奶粉,美素佳儿,19,1,2021-10-15
L0002452,U002317,奶粉,君乐宝,4,0,
L0002453,U000041,奶粉,美素佳儿,4,1,2024-11-15
L0002454,U004460,奶粉,爱他美,9,1,2019-02-15
L0002455,U000854,奶粉,合生元,24,0,
L0002456,U005677,奶粉,君乐宝,1,0,
L0002457,U004994,奶粉,美素佳儿,19,0,
L0002458,U001188,奶粉,飞鹤,3,1,2022-11-15
L0002459,U000096,奶粉,惠氏,12,1,2019-07-15
L0002460,U004633,奶粉,爱他美,5,1,2018-01-15
L0002461,U001601,奶粉,飞鹤,4,1,2022-07-15
L0002462,U004765,奶粉,合生元,4,1,2020-07-15
L0002463,U003719,奶粉,合生元,5,1,2023-11-15
L0002464,U003891,奶粉,惠氏,2,0,
L0002465,U004599,奶粉,飞鹤,7,1,2023-08-15
L0002466,U003714,奶粉,美素佳儿,7,1,2018-02-15
L0002467,U005395,奶粉,飞鹤,17,1,2019-11-15
L0002468,U001863,奶粉,合生元,7,1,2020-10-15
L0002469,U005665,奶粉,君乐宝,22,0,
L0002470,U005133,奶粉,爱他美,10,1,2022-02-15
L0002471,U003404,奶粉,飞鹤,10,1,2021-08-15
L0002472,U005417,奶粉,爱他美,4,1,2023-04-15
L0002473,U001305,奶粉,美素佳儿,8,0,
L0002474,U005551,奶粉,惠氏,8,0,
L0002475,U000168,奶粉,惠氏,8,1,2023-03-15
L0002476,U003831,奶粉,惠氏,2,0,
L0002477,U000525,奶粉,飞鹤,8,0,
L0002478,U004924,奶粉,爱他美,5,1,2024-04-15
L0002479,U002237,奶粉,爱他美,2,1,2023-04-15
L0002480,U001679,奶粉,美素佳儿,2,1,2020-10-15
L0002481,U000488,奶粉,合生元,19,0,
L0002482,U002520,奶粉,惠氏,7,0,
L0002483,U000023,奶粉,合生元,15,1,2019-03-15
L0002484,U000865,奶粉,君乐宝,3,0,
L0002485,U001098,奶粉,飞鹤,4,1,2024-12-15
L0002486,U000209,奶粉,合生元,5,0,
L0002487,U005021,奶粉,爱他美,11,0,
L0002488,U003653,奶粉,君乐宝,10,1,2023-02-15
L0002489,U002078,奶粉,美素佳儿,2,0,
L0002490,U004228,奶粉,合生元,13,0,
L0002491,U000953,奶粉,合生元,7,1,2021-03-15
L0002492,U002756,奶粉,君乐宝,4,1,2022-03-15
L0002493,U004119,奶粉,飞鹤,9,1,2021-07-15
L0002494,U003860,奶粉,爱他美,4,1,2018-09-15
L0002495,U003042,奶粉,爱他美,1,1,2024-09-15
L0002496,U005107,奶粉,爱他美,5,1,2024-09-15
L0002497,U000357,奶粉,飞鹤,5,0,
L0002498,U004133,奶粉,合生元,9,0,
L0002499,U002258,奶粉,君乐宝,8,1,2018-10-15
L0002500,U003275,奶粉,合生元,6,1,2018-03-15
L0002501,U001130,奶粉,惠氏,8,1,2022-05-15
L0002502,U002206,奶粉,惠氏,8,0,
L0002503,U002361,奶粉,飞鹤,6,1,2018-05-15
L0002504,U003054,奶粉,合生元,9,0,
L0002505,U004896,奶粉,爱他美,4,1,2021-11-15
L0002506,U005159,奶粉,飞鹤,7,1,2022-11-15
L0002507,U002232,奶粉,君乐宝,2,1,2018-06-15
L0002508,U005658,奶粉,爱他美,1,1,2022-02-15
L0002509,U003568,奶粉,君乐宝,5,0,
L0002510,U002678,奶粉,爱他美,3,0,
L0002511,U005852,奶粉,惠氏,8,1,2022-01-15
L0002512,U003486,奶粉,飞鹤,9,1,2022-10-15
L0002513,U004015,奶粉,合生元,8,1,2019-03-15
L0002514,U003049,奶粉,飞鹤,10,0,
L0002515,U003927,奶粉,爱他美,6,0,
L0002516,U004340,奶粉,爱他美,4,1,2018-11-15
L0002517,U003108,奶粉,合生元,5,0,
L0002518,U005462,奶粉,君乐宝,12,0,
L0002519,U005256,奶粉,合生元,3,1,2019-12-15
L0002520,U002665,奶粉,君乐宝,12,0,
L0002521,U002937,奶粉,君乐宝,9,1,2024-07-15
L0002522,U002723,奶粉,合生元,11,0,
L0002523,U004512,奶粉,合生元,4,0,
L0002524,U004180,奶粉,爱他美,9,1,2024-01-15
L0002525,U004478,奶粉,君乐宝,5,0,
L0002526,U005866,奶粉,美素佳儿,6,0,
L0002527,U004002,奶粉,美素佳儿,6,1,2020-02-15
L0002528,U001249,奶粉,飞鹤,4,1,2023-11-15
L0002529,U001912,奶粉,美素佳儿,4,0,
L0002530,U002720,奶粉,飞鹤,16,0,
L0002531,U005261,奶粉,爱他美,1,1,2018-06-15
L0002532,U005965,奶粉,飞鹤,5,0,
L0002533,U003197,奶粉,君乐宝,5,0,
L0002534,U004285,奶粉,美素佳儿,2,0,
L0002535,U000867,奶粉,君乐宝,4,1,2024-10-15
L0002536,U004983,奶粉,爱他美,18,0,
L0002537,U000022,奶粉,合生元,2,1,2022-12-15
L0002538,U003974,奶粉,飞鹤,5,0,
L0002539,U003260,奶粉,惠氏,1,0,
L0002540,U000210,奶粉,爱他美,9,0,
L0002541,U003777,奶粉,爱他美,9,0,
L0002542,U002663,奶粉,飞鹤,36,1,2022-08-15
L0002543,U005508,奶粉,美素佳儿,7,1,2020-07-15
L0002544,U000752,奶粉,君乐宝,10,1,2022-06-15
L0002545,U005740,奶粉,美素佳儿,9,0,
L0002546,U002559,奶粉,惠氏,6,0,
L0002547,U003123,奶粉,君乐宝,12,1,2019-12-15
L0002548,U000931,奶粉,君乐宝,8,0,
L0002549,U004225,奶粉,惠氏,12,0,
L0002550,U001836,奶粉,爱他美,2,0,
L0002551,U002220,奶粉,爱他美,11,0,
L0002552,U003915,奶粉,君乐宝,5,0,
L0002553,U004622,奶粉,爱他美,8,1,2019-11-15
L0002554,U001056,奶粉,爱他美,9,1,2022-05-15
L0002555,U003845,奶粉,合生元,5,0,
L0002556,U003251,奶粉,爱他美,5,0,
L0002557,U002876,奶粉,飞鹤,8,1,2018-03-15
L0002558,U002260,奶粉,合生元,4,0,
L0002559,U004778,奶粉,惠氏,8,0,
L0002560,U001937,奶粉,君乐宝,3,0,
L0002561,U004481,奶粉,君乐宝,10,1,2020-01-15
L0002562,U000702,奶粉,合生元,13,0,
L0002563,U003755,奶粉,美素佳儿,13,1,2024-10-15
L0002564,U000422,奶粉,君乐宝,6,0,
L0002565,U003057,奶粉,美素佳儿,5,0,
L0002566,U000827,奶粉,合生元,8,1,2024-11-15
L0002567,U003159,奶粉,惠氏,4,1,2020-04-15
L0002568,U002131,奶粉,飞鹤,7,0,
L0002569,U002648,奶粉,合生元,6,1,2020-04-15
L0002570,U000599,奶粉,爱他美,13,0,
L0002571,U004037,奶粉,君乐宝,7,0,
L0002572,U003970,奶粉,君乐宝,4,0,
L0002573,U002848,奶粉,君乐宝,6,0,
L0002574,U004641,奶粉,惠氏,16,1,2022-01-15
L0002575,U003831,奶粉,合生元,10,1,2019-01-15
L0002576,U002798,奶粉,惠氏,2,1,2018-06-15
L0002577,U004078,奶粉,合生元,12,1,2018-08-15
L0002578,U000502,奶粉,合生元,1,1,2023-01-15
L0002579,U005671,奶粉,飞鹤,11,0,
L0002580,U002265,奶粉,飞鹤,10,0,
L0002581,U000459,奶粉,合生元,10,0,
L0002582,U003916,奶粉,惠氏,4,1,2018-07-15
L0002583,U003393,奶粉,惠氏,3,1,2020-09-15
L0002584,U002876,奶粉,合生元,8,0,
L0002585,U000923,奶粉,美素佳儿,8,0,
L0002586,U004689,奶粉,爱他美,2,1,2023-08-15
L0002587,U003790,奶粉,君乐宝,3,0,
L0002588,U001048,奶粉,合生元,10,0,
L0002589,U003255,奶粉,爱他美,20,1,2022-04-15
L0002590,U005708,奶粉,惠氏,4,0,
L0002591,U004855,奶粉,爱他美,6,0,
L0002592,U005773,奶粉,合生元,7,1,2022-12-15
L0002593,U001181,奶粉,飞鹤,5,1,2022-10-15
L0002594,U004147,奶粉,爱他美,5,0,
L0002595,U000395,奶粉,飞鹤,7,1,2018-11-15
L0002596,U000466,奶粉,爱他美,6,1,2018-09-15
L0002597,U000420,奶粉,爱他美,12,1,2023-08-15
L0002598,U001527,奶粉,惠氏,13,0,
L0002599,U003217,奶粉,飞鹤,19,1,2019-08-15
L0002600,U002991,奶粉,飞鹤,14,1,2022-05-15
L0002601,U002082,奶粉,合生元,19,1,2019-07-15
L0002602,U004640,奶粉,合生元,3,1,2018-02-15
L0002603,U001654,奶粉,君乐宝,5,1,2022-12-15
L0002604,U003634,奶粉,惠氏,6,1,2024-10-15
L0002605,U005321,奶粉,君乐宝,4,1,2024-09-15
L0002606,U001345,奶粉,君乐宝,9,1,2022-12-15
L0002607,U002712,奶粉,飞鹤,10,0,
L0002608,U002488,奶粉,爱他美,5,1,2021-04-15
L0002609,U005748,奶粉,惠氏,2,1,2019-02-15
L0002610,U004382,奶粉,飞鹤,6,0,
L0002611,U001959,奶粉,君乐宝,3,1,2021-11-15
L0002612,U003559,奶粉,君乐宝,7,1,2022-05-15
L0002613,U004990,奶粉,飞鹤,9,1,2021-12-15
L0002614,U001278,奶粉,惠氏,12,0,
L0002615,U001130,奶粉,惠氏,11,0,
L0002616,U001290,奶粉,爱他美,13,1,2019-11-15
L0002617,U002765,奶粉,君乐宝,16,1,2022-08-15
L0002618,U005922,奶粉,君乐宝,4,0,
L0002619,U005926,奶粉,爱他美,24,1,2021-03-15
L0002620,U003547,奶粉,惠氏,6,1,2020-05-15
L0002621,U003279,奶粉,君乐宝,2,0,
L0002622,U004397,奶粉,美素佳儿,17,1,2022-12-15
L0002623,U000168,奶粉,惠氏,14,1,2023-03-15
L0002624,U002938,奶粉,君乐宝,8,0,
L0002625,U000032,奶粉,飞鹤,15,1,2018-04-15
L0002626,U004968,奶粉,爱他美,11,1,2024-12-15
L0002627,U003995,奶粉,飞鹤,4,1,2024-02-15
L0002628,U000363,奶粉,美素佳儿,12,1,2018-12-15
L0002629,U003763,奶粉,爱他美,11,0,
L0002630,U004205,奶粉,合生元,2,1,2019-06-15
L0002631,U004937,奶粉,君乐宝,7,1,2018-08-15
L0002632,U002170,奶粉,惠氏,8,1,2024-03-15
L0002633,U001769,奶粉,合生元,1,1,2018-07-15
L0002634,U003198,奶粉,君乐宝,4,1,2024-05-15
L0002635,U003882,奶粉,惠氏,9,0,
L0002636,U003181,奶粉,美素佳儿,14,1,2019-02-15
L0002637,U002472,奶粉,合生元,7,0,
L0002638,U003587,奶粉,美素佳儿,15,0,
L0002639,U003301,奶粉,飞鹤,9,0,
L0002640,U001281,奶粉,合生元,18,0,
L0002641,U003098,奶粉,合生元,2,0,
L0002642,U001714,奶粉,合生元,7,1,2024-06-15
L0002643,U005711,奶粉,爱他美,5,0,
L0002644,U000577,奶粉,君乐宝,6,1,2022-07-15
L0002645,U003504,奶粉,飞鹤,3,1,2018-06-15
L0002646,U003580,奶粉,惠氏,6,1,2020-09-15
L0002647,U004645,奶粉,君乐宝,11,1,2018-07-15
L0002648,U003556,奶粉,君乐宝,11,1,2024-12-15
L0002649,U003231,奶粉,飞鹤,5,1,2020-02-15
L0002650,U000761,奶粉,惠氏,9,1,2021-01-15
L0002651,U004270,奶粉,惠氏,4,0,
L0002652,U002596,奶粉,飞鹤,9,1,2024-01-15
L0002653,U000848,奶粉,飞鹤,4,1,2020-04-15
L0002654,U004239,奶粉,君乐宝,23,1,2018-05-15
L0002655,U000709,奶粉,美素佳儿,4,1,2023-08-15
L0002656,U004240,奶粉,爱他美,3,0,
L0002657,U000342,奶粉,合生元,9,0,
L0002658,U004874,奶粉,惠氏,6,0,
L0002659,U003192,奶粉,君乐宝,7,0,
L0002660,U004130,奶粉,美素佳儿,8,1,2022-02-15
L0002661,U004519,奶粉,合生元,18,1,2022-03-15
L0002662,U004586,奶粉,爱他美,6,1,2020-06-15
L0002663,U000560,奶粉,爱他美,27,1,2020-04-15
L0002664,U003181,奶粉,君乐宝,10,0,
L0002665,U003909,奶粉,爱他美,2,0,
L0002666,U005191,奶粉,飞鹤,5,1,2021-02-15
L0002667,U003963,奶粉,君乐宝,2,0,
L0002668,U005498,奶粉,合生元,4,0,
L0002669,U000830,奶粉,美素佳儿,7,0,
L0002670,U004158,奶粉,美素佳儿,3,1,2021-08-15
L0002671,U001930,奶粉,君乐宝,4,1,2019-04-15
L0002672,U005126,奶粉,君乐宝,17,0,
L0002673,U002875,奶粉,爱他美,5,1,2018-03-15
L0002674,U003674,奶粉,飞鹤,10,0,
L0002675,U001434,奶粉,爱他美,4,1,2021-12-15
L0002676,U000175,奶粉,合生元,10,1,2019-05-15
L0002677,U001120,奶粉,惠氏,5,0,
L0002678,U001830,奶粉,美素佳儿,13,0,
L0002679,U003584,奶粉,合生元,4,1,2022-03-15
L0002680,U004659,奶粉,合生元,9,1,2022-05-15
L0002681,U001819,奶粉,飞鹤,6,1,2018-03-15
L0002682,U003126,奶粉,爱他美,18,1,2021-09-15
L0002683,U001811,奶粉,合生元,5,1,2024-08-15
L0002684,U002641,奶粉,爱他美,8,0,
L0002685,U004757,奶粉,君乐宝,7,1,2023-03-15
L0002686,U005990,奶粉,惠氏,8,0,
L0002687,U004850,奶粉,惠氏,4,0,
L0002688,U001984,奶粉,飞鹤,11,1,2024-04-15
L0002689,U004781,奶粉,爱他美,8,0,
L0002690,U003680,奶粉,君乐宝,5,0,
L0002691,U003641,奶粉,飞鹤,4,1,2024-09-15
L0002692,U000684,奶粉,爱他美,3,1,2023-03-15
L0002693,U002545,奶粉,美素佳儿,4,0,
L0002694,U004459,奶粉,飞鹤,7,0,
L0002695,U005465,奶粉,君乐宝,12,0,
L0002696,U005462,奶粉,爱他美,6,0,
L0002697,U004547,奶粉,爱他美,7,1,2024-12-15
L0002698,U001723,奶粉,飞鹤,3,1,2019-10-15
L0002699,U002636,奶粉,君乐宝,11,0,
L0002700,U004518,奶粉,君乐宝,8,1,2020-11-15
L0002701,U000073,奶粉,美素佳儿,4,1,2023-03-15
L0002702,U002190,奶粉,美素佳儿,5,1,2018-09-15
L0002703,U003411,奶粉,合生元,3,0,
L0002704,U000467,奶粉,美素佳儿,7,0,
L0002705,U004352,奶粉,惠氏,11,1,2021-04-15
L0002706,U001876,奶粉,君乐宝,1,0,
L0002707,U000606,奶粉,爱他美,14,1,2023-01-15
L0002708,U000286,奶粉,飞鹤,4,1,2024-05-15
L0002709,U000967,奶粉,美素佳儿,10,0,
L0002710,U005359,奶粉,君乐宝,24,1,2024-09-15
L0002711,U002868,奶粉,惠氏,4,1,2020-03-15
L0002712,U004137,奶粉,美素佳儿,6,0,
L0002713,U005797,奶粉,美素佳儿,22,0,
L0002714,U002862,奶粉,君乐宝,2,0,
L0002715,U001459,奶粉,美素佳儿,5,0,
L0002716,U000525,奶粉,爱他美,8,0,
L0002717,U003591,奶粉,美素佳儿,4,0,
